incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23111200000141,11/12/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,233,B,B3,,RIVERDALE RD EB / MUSTANG DR,38.960805892944336,-76.91091427206993,"(38.960805892944336,-76.91091427206993)"
PP23082700000837,08/27/2023 12:00:00 AM,THEFT FROM AUTO,859,E,E2,800 BLOCK,804 LAKE SHORE DR,38.900766640901566,-76.80986461043358,"(38.900766640901566,-76.80986461043358)"
PP23080900000570,08/09/2023 12:00:00 AM,"AUTO, STOLEN",505,K,K1,2600 BLOCK,2607 LIME ST,38.82235473394394,-76.96275144815445,"(38.82235473394394,-76.96275144815445)"
PP23102500001014,10/25/2023 12:00:00 AM,THEFT,206,TRU,B63,4300 BLOCK,4313 KNOX RD,38.981147065758705,-76.9407698661089,"(38.981147065758705,-76.9407698661089)"
PP23071200001611,07/12/2023 12:00:00 AM,THEFT FROM AUTO,424,H,H6,6100 BLOCK,6127 HIL MAR DR,38.84302397072315,-76.90041561424732,"(38.84302397072315,-76.90041561424732)"
PP23091300001291,09/13/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,422,H,H4,4500 BLOCK,4520 SUITLAND RD,38.85155414044857,-76.92928694188595,"(38.85155414044857,-76.92928694188595)"
PP23111600002342,11/16/2023 12:00:00 AM,ACCIDENT,931,C,C3,4300 BLOCK,4318 SELLMAN RD,39.035608887672424,-76.91944444179535,"(39.035608887672424,-76.91944444179535)"
PP23072500001031,07/25/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,444,H,H4,2800 BLOCK,2899 PARKLAND DR,38.85024181008339,-76.90566495060921,"(38.85024181008339,-76.90566495060921)"
PP23090500001137,09/05/2023 12:00:00 AM,"AUTO, STOLEN",407,TRU,G7,8700 BLOCK,8723 ASHWOOD DR,38.88305014371872,-76.85612435638905,"(38.88305014371872,-76.85612435638905)"
PP23071800001144,07/18/2023 12:00:00 AM,THEFT FROM AUTO,903,C,C5,13700 BLOCK,13701 BALTIMORE AVE NB,39.07924397289753,-76.86531069874763,"(39.07924397289753,-76.86531069874763)"
PP23111000001024,11/10/2023 12:00:00 AM,ACCIDENT,508,K,K3,,28TH AVE EB / SAINT BARNABAS RD NB,38.83121298253536,-76.9410979449749,"(38.83121298253536,-76.9410979449749)"
PP23110300001181,11/03/2023 12:00:00 AM,THEFT FROM AUTO,504,K,K1,2200 BLOCK,2288 ANVIL LN,38.83974313735962,-76.96800078451633,"(38.83974313735962,-76.96800078451633)"
PP23071400001400,07/14/2023 12:00:00 AM,ACCIDENT,754,F,F7,16400 BLOCK,16400 CRAIN HWY SE,38.66454663872719,-76.87384086847305,"(38.66454663872719,-76.87384086847305)"
PP23101100000475,10/11/2023 12:00:00 AM,"AUTO, STOLEN",415,H,H2,4100 BLOCK,4153 SOUTHERN AVE,38.86598980426788,-76.94405069947243,"(38.86598980426788,-76.94405069947243)"
PP23110300000454,11/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,429,K,K2,,BRANCH AVE NB / CURTIS DR,38.84728905558586,-76.95225277543068,"(38.84728905558586,-76.95225277543068)"
PP23071200000317,07/12/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,233,B,B3,,EASTPINE DR / RIVERDALE RD EB,38.96113397181034,-76.90664920210838,"(38.96113397181034,-76.90664920210838)"
PP23080100000243,08/01/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,618,F,F1,5700 BLOCK,5710 KIRBY RD,38.78364089131355,-76.90960194170475,"(38.78364089131355,-76.90960194170475)"
PP23070300000460,07/03/2023 12:00:00 AM,"AUTO, STOLEN",313,G,G4,7200 BLOCK,7204 DRURY CT,38.89978238940239,-76.88269911706448,"(38.89978238940239,-76.88269911706448)"
PP23082700000093,08/27/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,602,J,J4,,INDIAN HEAD HWY SB / KERBY HILL RD,38.78036005795002,-76.99752828478813,"(38.78036005795002,-76.99752828478813)"
PP23110600000712,11/06/2023 12:00:00 AM,THEFT,407,G,G7,8900 BLOCK,8900 WALKER MILL RD,38.87091106176376,-76.8521873652935,"(38.87091106176376,-76.8521873652935)"
PP23073100000374,07/31/2023 12:00:00 AM,ACCIDENT,105,A,A7,2400 BLOCK,2410 CHEROKEE ST,39.00444097816944,-76.96767269074917,"(39.00444097816944,-76.96767269074917)"
PP23081100000848,08/11/2023 12:00:00 AM,THEFT FROM AUTO,206,B,B63,4300 BLOCK,4314 GUILFORD DR,38.97950664162636,-76.9410979449749,"(38.97950664162636,-76.9410979449749)"
PP23082000000637,08/20/2023 12:00:00 AM,"AUTO, STOLEN",427,H,H5,3500 BLOCK,3522 PARKWAY TERRACE DR,38.84105548262596,-76.92863078415394,"(38.84105548262596,-76.92863078415394)"
PP23072800000678,07/28/2023 12:00:00 AM,ACCIDENT,750,F,F6,,TOWER RD / OLD INDIAN HEAD RD,38.70358856022358,-76.83545511960983,"(38.70358856022358,-76.83545511960983)"
PP23111100001214,11/11/2023 12:00:00 AM,THEFT,413,H,H7,1400 BLOCK,1409 RITCHIE MARLBORO RD,38.869270637631416,-76.85514010488987,"(38.869270637631416,-76.85514010488987)"
PP23110300001717,11/03/2023 12:00:00 AM,"AUTO, STOLEN",649,W,W2,15700 BLOCK,15785 LIVINGSTON RD,38.67012405395508,-77.0083550363779,"(38.67012405395508,-77.0083550363779)"
PP23112200000090,11/22/2023 12:00:00 AM,"AUTO, STOLEN",424,H,H6,6000 BLOCK,6014 SURREY SQUARE LN,38.846304804086685,-76.90107177197933,"(38.846304804086685,-76.90107177197933)"
PP23072100000811,07/21/2023 12:00:00 AM,"AUTO, STOLEN",429,K,K2,,BRANCH AVE NB / SILVER HILL RD NB,38.839415058493614,-76.94634728133678,"(38.839415058493614,-76.94634728133678)"
PP23082900000916,08/29/2023 12:00:00 AM,THEFT FROM AUTO,415,H,H2,4100 BLOCK,4105 SOUTHERN AVE,38.8643493950367,-76.9450349509716,"(38.8643493950367,-76.9450349509716)"
PP23110500001451,11/05/2023 12:00:00 AM,ACCIDENT,3130,G,G7,,CENTRAL AVE WB / CAP BELT IL A HWY SB,38.89223647117615,-76.84726610779762,"(38.89223647117615,-76.84726610779762)"
PP23101600001204,10/16/2023 12:00:00 AM,ACCIDENT,402,H,H1,,NOVA AVE / MARLBORO PIKE EB,38.87025488913059,-76.9217410236597,"(38.87025488913059,-76.9217410236597)"
PP23110900001136,11/09/2023 12:00:00 AM,THEFT FROM AUTO,304,TRU,G3,1400 BLOCK,1407 ELKWOOD LN,38.90896873176098,-76.92502185702324,"(38.90896873176098,-76.92502185702324)"
PP23100800000668,10/08/2023 12:00:00 AM,ACCIDENT,709,E,E4,4700 BLOCK,4700 JOHN ROGERS BLVD NB,38.82596364617348,-76.76622952520847,"(38.82596364617348,-76.76622952520847)"
PP23070400002414,07/04/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,731,F,F3,,CLAYTON LN / WOODYARD RD NB,38.770189478993416,-76.88007444143295,"(38.770189478993416,-76.88007444143295)"
PP23111700000945,11/17/2023 12:00:00 AM,THEFT,220,B,B63,4800 BLOCK,4812 COLLEGE AVE,38.980490893125534,-76.92994311451912,"(38.980490893125534,-76.92994311451912)"
PP23100900001598,10/09/2023 12:00:00 AM,THEFT,431,H,K3,4400 BLOCK,4402 WEST SUMMER RD,38.840071231126785,-76.9315835237503,"(38.840071231126785,-76.9315835237503)"
PP23080700000821,08/07/2023 12:00:00 AM,ACCIDENT,411,H,H3,1600 BLOCK,1601 ADDISON RD S,38.86763022840023,-76.89057311415672,"(38.86763022840023,-76.89057311415672)"
PP23080300001649,08/03/2023 12:00:00 AM,"AUTO, STOLEN",313,TRU,G4,1400 BLOCK,1409 BELLE HAVEN DR,38.90831255912781,-76.87876211106777,"(38.90831255912781,-76.87876211106777)"
PP23081400001130,08/14/2023 12:00:00 AM,"AUTO, STOLEN",124,A,A3,800 BLOCK,826 RAY RD,38.970648393034935,-76.99326319992542,"(38.970648393034935,-76.99326319992542)"
PP23070700000775,07/07/2023 12:00:00 AM,THEFT FROM AUTO,418,H,H6,7300 BLOCK,7345 CROSS ST,38.84335206449032,-76.87974636256695,"(38.84335206449032,-76.87974636256695)"
PP23110200000970,11/02/2023 12:00:00 AM,ACCIDENT,309,G,G5,3700 BLOCK,3706 IRONWOOD PL,38.94112089276314,-76.85973328351974,"(38.94112089276314,-76.85973328351974)"
PP23100700001065,10/07/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,314,G,G4,7700 BLOCK,7770 BARLOWE RD,38.91881123185158,-76.87252852320671,"(38.91881123185158,-76.87252852320671)"
PP23120100001710,12/01/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,239,B,B3,5300 BLOCK,5304 HAMILTON ST,38.95227572321892,-76.92370952665806,"(38.95227572321892,-76.92370952665806)"
PP23092200002357,09/22/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,835,D,D1,6300 BLOCK,6306 NAVAL AVE,38.97097647190094,-76.86268602311611,"(38.97097647190094,-76.86268602311611)"
PP23110300002000,11/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,314,G,G4,,SHERIFF RD / COUNTRYWOOD CT,38.91290572285652,-76.88499569892883,"(38.91290572285652,-76.88499569892883)"
PP23082000000853,08/20/2023 12:00:00 AM,THEFT,511,J,J2,4500 BLOCK,4545 WHEELER RD,38.830884888768196,-76.98342069983482,"(38.830884888768196,-76.98342069983482)"
PP23071600001469,07/16/2023 12:00:00 AM,ASSAULT,419,SHF,H5,4400 BLOCK,4427 ARNOLD RD,38.85385072231293,-76.93256777524948,"(38.85385072231293,-76.93256777524948)"
PP23081600002233,08/16/2023 12:00:00 AM,ACCIDENT,835,D,D1,,WOODBURN CT / PRINCESS GARDEN PKWY,38.97261689603329,-76.86596685647964,"(38.97261689603329,-76.86596685647964)"
PP23082000002319,08/20/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,626,W,W1,,INDIAN HEAD HWY SB / OLD FORT RD,38.7557538151741,-76.99326319992542,"(38.7557538151741,-76.99326319992542)"
PP23111900000370,11/19/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,444,H,H4,,REGENCY PARK CT / SUITLAND RD,38.83908697962761,-76.90894578397274,"(38.83908697962761,-76.90894578397274)"
PP23112500000072,11/25/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,9300 BLOCK,9305 19TH AVE,39.00870606303215,-76.97784328460693,"(39.00870606303215,-76.97784328460693)"
PP23083100000894,08/31/2023 12:00:00 AM,ACCIDENT,827,D,D2,,LANHAM SEVERN RD / GREENBELT RD EB,38.988036811351776,-76.81806670129299,"(38.988036811351776,-76.81806670129299)"
PP23101800001485,10/18/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,858,E,E2,,HARRY S TRUMAN DR NB / CENTRAL AVE EB,38.894533053040504,-76.83906403183937,"(38.894533053040504,-76.83906403183937)"
PP23092000001588,09/20/2023 12:00:00 AM,ACCIDENT,162,B,B6,,UNIVERSITY BLVD EB / PAINT BRANCH DR,39.00017589330673,-76.94306644797325,"(39.00017589330673,-76.94306644797325)"
PP23091100001734,09/11/2023 12:00:00 AM,ACCIDENT,508,K,K3,,SAINT BARNABAS RD NB / TEMPLE HILL RD,38.823338970541954,-76.94995619356632,"(38.823338970541954,-76.94995619356632)"
PP23092100001405,09/21/2023 12:00:00 AM,THEFT,131,A,A2,5600 BLOCK,5621 SARGENT RD NB,38.958837389945984,-76.98637343943119,"(38.958837389945984,-76.98637343943119)"
PP23111700001506,11/17/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",524,J,J1,5100 BLOCK,5135 INDIAN HEAD HWY SB,38.81808964908123,-77.00376185774803,"(38.81808964908123,-77.00376185774803)"
PP23100200001247,10/02/2023 12:00:00 AM,ACCIDENT,243,B,B2,,ANNAPOLIS RD / LANDOVER RD EB,38.938496232032776,-76.9253499507904,"(38.938496232032776,-76.9253499507904)"
PP23101500000232,10/15/2023 12:00:00 AM,THEFT FROM AUTO,205,B,B7,9000 BLOCK,9021 BALTIMORE AVE NB,39.00017589330673,-76.93059927225113,"(39.00017589330673,-76.93059927225113)"
PP23080300000417,08/03/2023 12:00:00 AM,THEFT FROM AUTO,827,D,D2,9700 BLOCK,9753 GOOD LUCK RD,38.98377172648907,-76.84168869256973,"(38.98377172648907,-76.84168869256973)"
PP23080500001732,08/05/2023 12:00:00 AM,"ROBBERY, OTHER",107,A,A7,8200 BLOCK,8244 14TH AVE,38.99328614771366,-76.98407685756683,"(38.99328614771366,-76.98407685756683)"
PP23120300001045,12/03/2023 12:00:00 AM,ACCIDENT,332,E,G5,7700 BLOCK,7778 LANDOVER RD WB,38.927669480443,-76.88007444143295,"(38.927669480443,-76.88007444143295)"
PP23090800000410,09/08/2023 12:00:00 AM,THEFT FROM AUTO,504,K,K1,4000 BLOCK,4017 23RD PKWY SB,38.83547806739807,-76.96275144815445,"(38.83547806739807,-76.96275144815445)"
PP23102900002102,10/29/2023 12:00:00 AM,ACCIDENT,623,F,F2,9200 BLOCK,9209 SWEDEN ST,38.762643560767174,-76.92469377815723,"(38.762643560767174,-76.92469377815723)"
PP23101200001591,10/12/2023 12:00:00 AM,THEFT,511,J,J2,4400 BLOCK,4429 WHEELER RD,38.83186914026737,-76.98637343943119,"(38.83186914026737,-76.98637343943119)"
PP23090600000525,09/06/2023 12:00:00 AM,ACCIDENT,513,K,K6,5500 BLOCK,5500 SAINT BARNABAS RD NB,38.81382456421852,-76.96406377851963,"(38.81382456421852,-76.96406377851963)"
PP23090300001858,09/03/2023 12:00:00 AM,"AUTO, STOLEN",419,H,H5,4100 BLOCK,4100 SUITLAND RD,38.85647539794445,-76.94208219647408,"(38.85647539794445,-76.94208219647408)"
PP23110400001339,11/04/2023 12:00:00 AM,"AUTO, STOLEN",419,H,H5,2600 BLOCK,2647 SHADYSIDE AVE,38.85221031308174,-76.93059927225113,"(38.85221031308174,-76.93059927225113)"
PP23101100000496,10/11/2023 12:00:00 AM,THEFT,946,C,C2,3300 BLOCK,3307 POWDER MILL RD,39.03593698143959,-76.94864386320114,"(39.03593698143959,-76.94864386320114)"
PP23070500000442,07/05/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",415,H,H2,4800 BLOCK,4857 MARLBORO PIKE EB,38.87255147099495,-76.92830269038677,"(38.87255147099495,-76.92830269038677)"
PP23081200000010,08/12/2023 12:00:00 AM,ACCIDENT,441,H,H2,,PENNSYLVANIA AVE WB / PENN CROSSING DR,38.85647539794445,-76.91419510543346,"(38.85647539794445,-76.91419510543346)"
PP23091500001436,09/15/2023 12:00:00 AM,ACCIDENT,407,G,G7,1000 BLOCK,1001 HAMPTON PARK BLVD,38.87517614662647,-76.85185927152634,"(38.87517614662647,-76.85185927152634)"
PP23092000002037,09/20/2023 12:00:00 AM,ACCIDENT,332,G,G5,3300 BLOCK,3341 75TH AVE,38.93488730490208,-76.8820429444313,"(38.93488730490208,-76.8820429444313)"
PP23112300001446,11/23/2023 12:00:00 AM,ASSAULT,507,K,K3,2600 BLOCK,2600 KEATING ST,38.835806146264076,-76.9512685239315,"(38.835806146264076,-76.9512685239315)"
PP23080700000405,08/07/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,256,B,B5,7000 BLOCK,7010 GOOD LUCK RD,38.974913477897644,-76.88499569892883,"(38.974913477897644,-76.88499569892883)"
PP23070300000504,07/03/2023 12:00:00 AM,ACCIDENT,838,D,D1,9000 BLOCK,9050 LANHAM SEVERN RD WB,38.96474289894104,-76.85973328351974,"(38.96474289894104,-76.85973328351974)"
PP23101500001793,10/15/2023 12:00:00 AM,THEFT,418,H,H6,3200 BLOCK,3235 DONNELL DR SB,38.84794522821903,-76.88663610816002,"(38.84794522821903,-76.88663610816002)"
PP23102100000855,10/21/2023 12:00:00 AM,THEFT FROM AUTO,261,G,G5,8300 BLOCK,8330 CORPORATE DR,38.947682559490204,-76.86334219574928,"(38.947682559490204,-76.86334219574928)"
PP23100500000713,10/05/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,406,G,G7,7700 BLOCK,7700 WALKER MILL RD,38.87583230435848,-76.87318469583988,"(38.87583230435848,-76.87318469583988)"
PP23081100001368,08/11/2023 12:00:00 AM,"ROBBERY, VEHICLE",405,H,H3,6900 BLOCK,6902 TOYON PL,38.87583230435848,-76.8876203596592,"(38.87583230435848,-76.8876203596592)"
PP23111500000855,11/15/2023 12:00:00 AM,ACCIDENT,916,C,C4,,MONTPELIER DR / OXWELL LN,39.06579256057739,-76.85415586829185,"(39.06579256057739,-76.85415586829185)"
PP23111000000132,11/10/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,504,K,K1,4000 BLOCK,4007 23RD PKWY SB,38.835806146264076,-76.96143911778927,"(38.835806146264076,-76.96143911778927)"
PP23071500000089,07/15/2023 12:00:00 AM,ACCIDENT,859,E,E2,12000 BLOCK,12006 CLEAVER DR,38.9040474742651,-76.79706935584545,"(38.9040474742651,-76.79706935584545)"
PP23081300001912,08/13/2023 12:00:00 AM,ACCIDENT,117,A,A6,,RIGGS RD NB / AMHERST RD,38.97425730526447,-76.97915561497211,"(38.97425730526447,-76.97915561497211)"
PP23090700000440,09/07/2023 12:00:00 AM,THEFT FROM AUTO,313,G,G4,500 BLOCK,511 TOUCHDOWN DR,38.89617347717285,-76.867935359478,"(38.89617347717285,-76.867935359478)"
PP23111500000706,11/15/2023 12:00:00 AM,"AUTO, STOLEN",110,TRU,A4,7900 BLOCK,7990 RIGGS RD,38.986724480986595,-76.97620286047459,"(38.986724480986595,-76.97620286047459)"
PP23102400000466,10/24/2023 12:00:00 AM,ACCIDENT,835,D,D1,,ANNAPOLIS RD WB / PRINCESS GARDEN PKWY,38.96146206557751,-76.86301411688328,"(38.96146206557751,-76.86301411688328)"
PP23070800000099,07/08/2023 12:00:00 AM,ACCIDENT,505,K,K1,,WHEELER RD / SAINT BARNABAS RD NB,38.81546497344971,-76.96275144815445,"(38.81546497344971,-76.96275144815445)"
PP23101100001001,10/11/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",903,C,C5,14200 BLOCK,14248 CHERRY LANE CT,39.08678989112377,-76.85612435638905,"(39.08678989112377,-76.85612435638905)"
PP23111300001143,11/13/2023 12:00:00 AM,"B & E, OTHER",631,F,F4,10600 BLOCK,10646 TIPPETT RD,38.74361473321915,-76.92895886301994,"(38.74361473321915,-76.92895886301994)"
PP23102600000252,10/26/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",444,H,H4,5400 BLOCK,5401 SILVER HILL RD NB,38.85155414044857,-76.91386702656746,"(38.85155414044857,-76.91386702656746)"
PP23102800002253,10/28/2023 12:00:00 AM,"AUTO, STOLEN",928,C,C2,3900 BLOCK,3904 CALVERTON BLVD NB,39.051684975624084,-76.93748903274536,"(39.051684975624084,-76.93748903274536)"
PP23101900002215,10/19/2023 12:00:00 AM,"AUTO, STOLEN",303,G,G5,3200 BLOCK,3200 75TH AVE,38.931606471538544,-76.88401144742966,"(38.931606471538544,-76.88401144742966)"
PP23081200002315,08/12/2023 12:00:00 AM,ACCIDENT,512,J,J2,,WHEELER RD / IVERSON PL,38.82235473394394,-76.96898503601551,"(38.82235473394394,-76.96898503601551)"
PP23102800001279,10/28/2023 12:00:00 AM,THEFT,511,J,J2,900 BLOCK,901 SOUTHERN AVE,38.829572558403015,-76.9903104454279,"(38.829572558403015,-76.9903104454279)"
PP23072800000507,07/28/2023 12:00:00 AM,"AUTO, STOLEN",314,G,G4,7900 BLOCK,7908 SHERIFF RD,38.91323381662369,-76.86990386247635,"(38.91323381662369,-76.86990386247635)"
PP23071200001924,07/12/2023 12:00:00 AM,ACCIDENT,434,H,H3,6600 BLOCK,6600 MARLBORO PIKE WB,38.852538391947746,-76.89286969602108,"(38.852538391947746,-76.89286969602108)"
PP23081500000873,08/15/2023 12:00:00 AM,ACCIDENT,419,H,H5,4300 BLOCK,4378 SUITLAND RD,38.85286647081375,-76.93486435711384,"(38.85286647081375,-76.93486435711384)"
PP23072200000297,07/22/2023 12:00:00 AM,ASSAULT,260,B,B2,5400 BLOCK,5451 ANNAPOLIS RD EB,38.938496232032776,-76.92338144779205,"(38.938496232032776,-76.92338144779205)"
PP23120200000958,12/02/2023 12:00:00 AM,ACCIDENT,624,F,F2,9000 BLOCK,9021 WOODYARD RD SB,38.76592439413071,-76.89615052938461,"(38.76592439413071,-76.89615052938461)"
PP23070700000706,07/07/2023 12:00:00 AM,THEFT FROM AUTO,131,A,A2,5700 BLOCK,5727 CYPRESS CREEK DR EB,38.95850931107998,-76.98013986647129,"(38.95850931107998,-76.98013986647129)"
PP23091700001862,09/17/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,131,A,A2,5800 BLOCK,5807 10TH PL,38.960805892944336,-76.98965427279472,"(38.960805892944336,-76.98965427279472)"
PP23092400001287,09/24/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,9400 BLOCK,9421 LARGO DR W,38.894533053040504,-76.8423448652029,"(38.894533053040504,-76.8423448652029)"
PP23080100001657,08/01/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,300 BLOCK,319 SOUTHAMPTON DR,39.00575330853462,-76.98112411797047,"(39.00575330853462,-76.98112411797047)"
PP23081000001447,08/10/2023 12:00:00 AM,THEFT FROM AUTO,910,C,C6,6200 BLOCK,6200 CHEVY CHASE DR,39.095648139715195,-76.90041561424732,"(39.095648139715195,-76.90041561424732)"
PP23071200000984,07/12/2023 12:00:00 AM,THEFT,107,A,A7,8200 BLOCK,8224 14TH AVE,38.992958053946495,-76.984404951334,"(38.992958053946495,-76.984404951334)"
PP23072600001538,07/26/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,805,D,D4,,ANNAPOLIS RD / CRAIN HWY NE,38.98574022948742,-76.70881494879723,"(38.98574022948742,-76.70881494879723)"
PP23083100001432,08/31/2023 12:00:00 AM,"ROBBERY, OTHER",524,J,J1,4900 BLOCK,4901 INDIAN HEAD HWY SB,38.82005813717842,-77.00146527588367,"(38.82005813717842,-77.00146527588367)"
PP23110300001152,11/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,441,H,H2,,SILVER HILL RD NB / PENNSYLVANIA AVE WB,38.85319456458092,-76.90993003547192,"(38.85319456458092,-76.90993003547192)"
PP23100300000502,10/03/2023 12:00:00 AM,"ROBBERY, OTHER",504,K,K1,2000 BLOCK,2042 NORTH ANVIL LN,38.84039930999279,-76.97193777561188,"(38.84039930999279,-76.97193777561188)"
PP23082800001430,08/28/2023 12:00:00 AM,ACCIDENT,846,D,D6,,UTICA PL / LA DOVA WAY,38.94112089276314,-76.84431336820126,"(38.94112089276314,-76.84431336820126)"
PP23072600000761,07/26/2023 12:00:00 AM,"AUTO, STOLEN",266,TRU,B6,6200 BLOCK,6200 WESTCHESTER PARK DR,38.99131764471531,-76.90271219611168,"(38.99131764471531,-76.90271219611168)"
PP23091000000773,09/10/2023 12:00:00 AM,THEFT FROM AUTO,702,E,E3,,KETTERING DR / RED JADE DR,38.892564564943314,-76.80756802856922,"(38.892564564943314,-76.80756802856922)"
PP23101700001829,10/17/2023 12:00:00 AM,"AUTO, STOLEN",103,B,B7,9300 BLOCK,9300 CHERRY HILL RD,39.01756431162357,-76.93552052974701,"(39.01756431162357,-76.93552052974701)"
PP23102200000274,10/22/2023 12:00:00 AM,"AUTO, STOLEN",632,F,F4,10600 BLOCK,10605 BICKFORD AVE,38.74361473321915,-76.90238411724567,"(38.74361473321915,-76.90238411724567)"
PP23080500000465,08/05/2023 12:00:00 AM,THEFT,915,C,C6,13300 BLOCK,13350 BALTIMORE AVE NB,39.07366655766964,-76.8718723654747,"(39.07366655766964,-76.8718723654747)"
PP23070400000237,07/04/2023 12:00:00 AM,THEFT FROM AUTO,924,C,C3,,QUEEN ANNE AVE / MANHEIM AVE,39.04348289966583,-76.90533685684204,"(39.04348289966583,-76.90533685684204)"
PP23072500000361,07/25/2023 12:00:00 AM,"AUTO, STOLEN",506,K,K3,4100 BLOCK,4109 ATMORE PL,38.83318147063255,-76.95651786029339,"(38.83318147063255,-76.95651786029339)"
PP23101300001584,10/13/2023 12:00:00 AM,ACCIDENT,750,F,F6,13900 BLOCK,13900 OLD INDIAN HEAD RD,38.698995396494865,-76.83184619247913,"(38.698995396494865,-76.83184619247913)"
PP23070400000600,07/04/2023 12:00:00 AM,THEFT,709,TRU,E4,14600 BLOCK,14642 GOVERNOR SPRIGG PL,38.82793214917183,-76.75802744925022,"(38.82793214917183,-76.75802744925022)"
PP23083000000440,08/30/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,125,A,A3,,SHERIDAN ST / RIGGS RD SB,38.96277439594269,-76.99260702729225,"(38.96277439594269,-76.99260702729225)"
PP23102200000721,10/22/2023 12:00:00 AM,THEFT FROM AUTO,843,D,D5,10300 BLOCK,10301 MARTIN LUTHER KING JUNIOR HWY EB,38.9535880535841,-76.82659685611725,"(38.9535880535841,-76.82659685611725)"
PP23111900001184,11/19/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,844,D,D5,4300 BLOCK,4300 HOLMEHURST WAY W,38.948338732123375,-76.80133444070816,"(38.948338732123375,-76.80133444070816)"
PP23080700001605,08/07/2023 12:00:00 AM,THEFT FROM AUTO,407,G,G7,1000 BLOCK,1032 HAMPTON PARK BLVD,38.87550422549248,-76.84857845306396,"(38.87550422549248,-76.84857845306396)"
PP23101600000744,10/16/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,9700 BLOCK,9723 SUMMIT CIR,38.90240706503391,-76.84037636220455,"(38.90240706503391,-76.84037636220455)"
PP23120100000492,12/01/2023 12:00:00 AM,THEFT FROM AUTO,886,TRU,D1,8400 BLOCK,8419 GREENBELT RD EB,38.99131764471531,-76.85973328351974,"(38.99131764471531,-76.85973328351974)"
PP23090800000428,09/08/2023 12:00:00 AM,"AUTO, STOLEN",414,H,H7,2400 BLOCK,2408 OAK GLEN WAY,38.856803476810455,-76.87023194134235,"(38.856803476810455,-76.87023194134235)"
PP23080500000674,08/05/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,702,E,E3,10500 BLOCK,10500 CAMPUS WAY S,38.8942049741745,-76.82298794388771,"(38.8942049741745,-76.82298794388771)"
PP23090200000739,09/02/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,9100 BLOCK,9100 BASIL CT,38.915530398488045,-76.84857845306396,"(38.915530398488045,-76.84857845306396)"
PP23092400000571,09/24/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,6010,J,J41,,NATIONAL HARBOR BLVD / WATERFRONT ST,38.786265566945076,-77.0145886093378,"(38.786265566945076,-77.0145886093378)"
PP23091100000024,09/11/2023 12:00:00 AM,"ROBBERY, OTHER",203,B,B7,4800 BLOCK,4807 LACKAWANNA ST,39.01231497526169,-76.9253499507904,"(39.01231497526169,-76.9253499507904)"
PP23091100002045,09/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,415,H,H2,4300 BLOCK,4319 SHELL ST,38.869270637631416,-76.93256777524948,"(38.869270637631416,-76.93256777524948)"
PP23102700002449,10/27/2023 12:00:00 AM,SEX OFFENSE,828,D,D5,9500 BLOCK,9535 FRANKLIN AVE,38.971960723400116,-76.8420167863369,"(38.971960723400116,-76.8420167863369)"
PP23070500001886,07/05/2023 12:00:00 AM,ACCIDENT,444,H,H4,,SUITLAND RD / REGENCY PKWY,38.83908697962761,-76.9115704447031,"(38.83908697962761,-76.9115704447031)"
